name	wt_ribo_YPD1_cds_rpkm	wt_ribo_YPD2_cds_rpkm	wt_ribo_YPD3_cds_rpkm	ncs2d_ribo_YPD1_cds_rpkm	ncs2d_ribo_YPD2_cds_rpkm	ncs2d_ribo_YPD3_cds_rpkm	elp6d_ribo_YPD1_cds_rpkm	elp6d_ribo_YPD2_cds_rpkm	elp6d_ribo_YPD3_cds_rpkm	ncs2d_elp6d_ribo_YPD1_cds_rpkm	ncs2d_elp6d_ribo_YPD2_cds_rpkm	ncs2d_elp6d_ribo_YPD3_cds_rpkm
NM_001178416.4	91.79	156.83	78.85	148.01	141.73	51.23	119.82	108.2	176.83	194.69	145.93	412.52
NM_001178417.1	89.42	151.11	84.98	129.64	129.67	56.04	94.53	84.86	146.43	137.98	105.76	287.01
NM_001178418.1	17.44	27.98	16.62	17.28	17.6	6.3	10.47	10.43	15.55	14.26	10.95	26.9
NM_001178419.3	31.36	60.24	31.64	49.91	51.27	19.2	31.83	31.1	46.11	71.03	47.47	127.68
NM_001178420.1	20.19	25.96	19.54	31.36	27.07	7.64	35.05	40.47	32.2	32.59	24.1	46.7
NM_001178421.4	18.23	30.49	18.4	26.66	26.28	10.47	16.63	14.79	25.79	26.88	19.4	53.74
NM_001178422.2	24.43	41.25	21.99	25.64	25.41	9.37	19.91	15.83	26.49	22.47	16.7	48.25
NM_001178424.2	0.1	0.19	0.13	0.22	0.0	0.03	0.16	0.26	0.08	0.57	0.48	1.28
NM_001178425.3	31.36	53.79	28.54	42.97	48.39	14.39	27.84	25.45	42.84	47.51	33.5	98.97
NM_001178426.2	1400.93	2191.46	1130.86	1306.71	1312.67	522.86	921.2	831.44	1466.18	1167.4	868.06	2537.04
NM_001178427.1	159.95	238.54	130.21	162.77	144.25	63.1	123.46	100.8	188.03	158.96	115.45	329.72
NM_001178428.3	65.47	106.71	57.64	79.33	79.67	27.94	56.67	50.39	80.28	85.83	62.66	166.12
NM_001178429.1	7.59	12.18	6.38	8.9	8.89	3.26	6.29	5.57	9.61	9.41	6.74	19.33
NM_001178430.1	565.11	854.3	501.86	576.69	647.92	243.79	459.78	409.89	702.7	716.16	486.57	1272.19
NM_001178431.3	23.15	46.6	20.75	24.72	26.61	11.58	13.46	11.59	21.94	12.92	8.92	28.88
NM_001178432.1	99.69	158.18	83.79	102.51	109.58	38.37	73.5	66.52	120.12	105.46	73.34	194.51
NM_001178433.3	10.63	16.08	10.69	11.53	8.75	3.24	4.7	4.23	6.67	3.7	2.84	9.2
NM_001178434.1	52.13	92.07	46.96	53.67	51.96	19.73	39.32	34.92	59.11	47.69	34.68	98.41
NM_001178435.3	28.35	48.35	28.66	31.67	32.62	11.81	25.95	22.24	44.0	35.8	26.24	68.69
NM_001178436.1	119.64	182.51	111.04	126.64	134.63	53.83	98.66	82.03	144.32	127.41	89.61	251.98
NM_001178438.4	79.2	119.32	55.57	74.77	73.61	24.56	35.83	31.06	59.5	58.18	54.53	117.58
NM_001178439.1	32.46	41.88	23.87	31.51	36.66	13.31	28.34	24.01	45.58	44.36	32.25	81.6
NM_001178440.1	144.75	223.43	138.23	161.93	176.67	73.79	89.53	82.12	138.55	104.01	80.2	241.88
NM_001178441.3	69.7	101.95	60.74	32.76	37.76	13.99	21.42	21.08	34.25	21.59	15.86	51.28
NM_001178442.2	15.67	27.13	14.15	19.17	16.94	6.42	15.95	13.25	22.65	20.83	15.34	42.24
NM_001178443.1	11.64	20.91	10.91	17.54	15.77	5.55	10.48	10.33	14.42	18.8	12.73	32.9
NM_001178444.3	64.1	114.07	59.3	85.91	82.23	30.07	64.92	54.87	88.5	84.08	65.73	178.71
NM_001178445.2	3.66	5.55	3.39	3.74	3.77	1.58	3.22	2.64	4.41	3.51	2.63	8.42
NM_001178446.1	2.29	4.34	2.44	3.63	3.08	1.49	2.0	2.2	4.23	4.09	2.93	7.49
NM_001178449.3	83.45	129.03	67.33	127.73	122.47	37.96	79.68	72.48	110.31	128.94	92.42	254.9
NM_001178450.1	12.84	25.15	13.1	20.72	19.25	7.06	14.45	12.22	20.42	22.28	16.81	43.92
NM_001178451.1	8.5	14.29	8.76	12.75	12.69	4.55	9.95	9.0	15.08	17.66	13.11	28.72
NM_001178452.3	21.91	39.31	25.16	21.71	22.46	7.49	16.23	14.48	26.39	25.1	18.63	43.45
NM_001178453.1	8.67	13.83	7.71	11.12	10.29	5.1	8.74	7.59	15.23	14.22	12.83	30.13
NM_001178454.1	569.91	834.07	460.01	517.24	547.44	207.79	413.79	355.54	592.64	482.48	372.82	963.92
NM_001178455.3	3.45	3.29	2.18	4.14	3.24	1.28	2.76	2.67	2.86	3.36	2.99	8.7
NM_001178456.2	10.25	19.11	7.56	12.44	11.07	4.55	6.23	5.54	10.61	12.49	8.23	25.03
NM_001178457.1	430.29	617.77	344.47	444.22	460.35	147.11	248.69	210.54	362.85	351.23	249.16	635.27
NM_001178458.3	18.59	31.8	17.23	25.27	24.71	9.48	16.96	16.2	22.11	24.5	20.36	55.64
NM_001178459.1	117.35	190.11	100.11	142.04	133.87	52.99	88.2	78.63	133.13	139.85	106.6	252.11
NM_001178460.3	34.81	50.66	26.97	35.1	30.02	13.82	20.97	20.14	36.05	36.12	23.02	71.37
NM_001178462.1	3.01	5.27	3.61	4.54	4.56	1.89	2.91	2.52	4.57	4.67	3.76	9.6
NM_001178463.1	71.99	108.99	56.47	139.8	124.35	49.12	133.4	112.76	194.13	219.55	158.21	425.39
NM_001178465.3	0.27	0.31	0.14	0.35	0.27	0.17	0.17	0.05	0.56	1.25	0.96	2.21
NM_001178466.1	21980.73	32748.08	16922.56	21832.55	22555.07	8174.9	15046.96	12858.34	24547.69	19463.43	14203.04	38785.51
NM_001178467.1	10.99	16.53	9.73	11.14	10.0	3.94	5.89	5.75	10.48	7.5	5.28	14.59
NM_001178468.3	10.55	24.7	12.82	21.12	15.38	6.16	11.39	10.74	19.1	18.83	15.35	36.38
NM_001178469.2	293.54	451.21	275.01	310.79	303.23	123.56	224.6	194.98	351.14	286.7	210.02	596.59
NM_001178470.1	42.33	61.99	36.18	64.22	57.9	24.88	36.4	30.19	49.57	64.92	44.24	106.86
NM_001178471.3	11.47	20.93	12.54	17.14	14.79	5.54	9.71	7.62	13.52	14.76	10.76	29.1
NM_001178473.1	11.96	18.85	13.47	17.4	18.72	8.01	14.86	13.08	21.58	25.23	17.96	52.61
NM_001178474.1	100.74	158.41	87.02	154.0	155.74	56.0	101.65	90.72	155.71	202.9	148.65	429.57
NM_001178475.3	540.91	818.81	455.69	612.16	613.27	225.01	440.41	374.36	642.49	579.12	420.33	1139.27
NM_001178476.1	0.77	1.93	1.17	1.17	1.18	0.32	1.25	0.63	1.5	1.66	0.62	3.32
NM_001178477.1	14.83	23.54	12.51	18.71	19.25	5.97	11.44	9.89	14.89	18.21	14.12	34.03
NM_001178478.3	30.78	52.37	25.0	39.57	35.13	12.52	23.04	18.51	33.32	35.35	23.01	70.4
NM_001178479.3	3.93	6.0	3.38	4.97	4.37	1.7	3.24	2.92	4.78	5.44	2.94	9.03
NM_001178480.1	8.9	13.83	8.67	11.81	11.19	4.97	8.45	7.44	12.12	12.79	10.23	28.94
NM_001178481.1	10.11	15.97	9.13	9.45	10.6	3.49	8.43	6.5	13.58	10.36	7.32	21.42
NM_001178483.3	59.76	94.52	53.26	57.14	60.35	22.53	29.7	31.48	56.51	63.79	41.12	109.38
NM_001178484.3	2.15	2.88	2.05	2.16	1.98	0.74	1.65	1.29	2.25	1.91	1.25	3.85
NM_001178485.2	39.66	70.61	36.45	54.36	53.57	19.59	36.77	32.37	54.24	63.56	40.42	109.6
NM_001178486.2	6.85	10.88	6.57	8.93	8.06	2.93	5.09	5.06	8.81	8.91	6.26	17.44
NM_001178487.3	32.65	58.72	34.96	42.44	43.02	19.3	33.75	30.06	48.37	39.32	31.5	86.61
NM_001178488.3	5.2	8.13	5.15	5.6	5.02	2.29	4.62	3.79	6.21	6.52	3.85	13.13
NM_001178489.2	10.42	16.02	10.57	17.41	17.24	6.44	9.72	7.01	11.37	19.4	14.4	37.59
NM_001178490.1	29.8	47.88	27.36	33.95	35.78	13.9	24.7	21.52	37.89	35.3	25.09	66.98
NM_001178491.3	276.81	455.71	238.67	344.64	330.97	119.46	240.24	198.55	344.35	338.05	242.27	653.55
NM_001178493.3	5.8	8.62	5.22	9.46	7.67	2.54	8.48	7.46	11.76	9.21	6.66	20.4
NM_001178494.1	32.3	51.29	30.29	32.24	30.31	12.36	18.66	15.63	26.02	26.51	20.3	54.63
NM_001178495.1	0.41	1.3	0.0	0.47	0.65	0.17	0.97	0.63	1.44	1.46	1.85	4.63
NM_001178496.3	0.36	1.47	0.56	0.65	0.8	0.23	0.54	0.5	1.06	0.68	0.48	1.21
NM_001178497.3	105.06	171.27	86.74	135.74	123.73	47.5	101.03	81.03	151.86	157.75	115.34	293.25
NM_001178498.1	3.36	6.26	2.96	3.98	3.63	1.5	2.62	2.71	3.92	4.05	3.14	7.72
NM_001178499.1	71.28	131.91	64.23	85.37	84.79	28.89	56.93	44.39	71.51	82.49	59.21	153.7
NM_001178500.3	6.67	12.15	6.31	8.12	6.25	3.7	4.09	3.33	4.68	8.24	5.35	12.57
NM_001178501.3	7.57	10.27	8.85	9.99	11.4	3.86	6.98	6.61	11.35	12.73	10.26	25.66
NM_001178502.1	159.47	276.22	155.21	186.45	180.95	63.91	115.95	98.1	155.29	154.48	115.81	307.46
NM_001178503.1	43.97	71.9	37.84	50.12	46.63	17.98	29.9	26.44	49.62	47.62	32.01	85.12
NM_001178504.3	5.11	9.03	4.95	7.16	6.6	2.52	5.08	4.5	7.23	7.97	5.5	15.34
NM_001178505.3	11.01	20.7	9.69	11.56	11.28	3.61	5.85	5.62	8.81	5.69	3.87	9.3
NM_001178506.1	36.75	59.78	32.75	42.05	43.58	14.76	30.06	24.54	45.69	34.77	25.23	68.7
NM_001178507.1	91.62	159.24	94.05	98.25	93.86	40.35	70.65	63.18	98.02	86.31	69.29	182.69
NM_001178508.3	38.62	62.63	35.59	47.54	43.88	16.43	26.92	23.19	40.77	39.85	30.61	73.85
NM_001178509.3	9.82	18.61	8.26	10.11	9.92	4.13	7.91	6.7	9.57	10.25	6.59	20.39
NM_001178510.1	364.12	558.73	332.3	292.11	306.9	116.04	215.39	188.82	337.65	223.92	161.26	479.89
NM_001178511.3	3.0	4.57	2.16	3.04	3.25	0.91	2.18	2.37	2.86	3.24	2.18	6.28
NM_001178512.3	90.36	150.48	83.6	124.42	133.36	49.66	91.75	76.17	146.43	131.8	101.79	260.13
NM_001178513.1	11.14	22.02	13.88	15.07	14.73	6.73	13.01	10.58	19.78	20.67	13.06	35.6
NM_001178514.1	27.35	48.46	27.25	32.79	30.94	13.41	25.51	20.53	36.36	34.91	22.17	64.0
NM_001178515.3	12.23	18.57	14.57	15.94	15.15	4.96	10.58	8.0	14.91	12.64	11.76	21.73
NM_001178516.3	3.63	5.04	4.24	4.02	4.11	1.84	2.54	2.09	4.48	4.03	3.12	8.71
NM_001178517.1	12.32	19.34	11.7	8.43	8.96	3.08	6.41	6.34	8.3	6.85	5.6	12.33
NM_001178518.1	26.8	40.56	25.4	36.35	35.71	14.22	25.75	21.02	36.15	38.35	28.85	70.18
NM_001178519.3	77.07	139.73	69.24	121.08	113.15	41.74	62.6	52.59	78.04	99.73	85.12	223.83
NM_001178520.3	24.15	39.13	19.53	31.28	26.13	11.3	18.0	16.49	27.07	30.31	19.55	57.24
NM_001178521.1	130.93	193.44	105.84	138.89	142.0	56.29	96.94	93.9	152.66	189.95	127.13	359.91
NM_001178523.1	11.5	18.45	11.49	19.83	18.04	6.79	17.3	14.6	26.59	31.03	22.09	59.87
NM_001178524.3	18.86	29.71	16.52	21.39	21.19	7.71	16.09	14.13	26.92	24.98	16.42	47.44
NM_001178525.3	43.9	73.02	40.19	78.83	80.22	28.12	68.27	61.15	102.49	125.47	87.54	249.36
NM_001178527.1	8.05	14.15	8.15	9.2	8.46	3.53	7.24	6.13	9.37	10.88	7.43	19.52
NM_001178528.1	0.22	0.16	0.04	0.06	0.06	0.02	0.1	0.03	0.1	0.09	0.0	0.43
NM_001178529.3	4515.83	6778.1	3507.78	4743.77	4767.44	1701.73	2972.72	2687.4	4740.15	4207.31	3120.71	8267.87
NM_001178530.3	1.19	1.7	0.8	1.15	0.83	0.28	0.84	0.63	1.35	1.77	1.18	3.22
NM_001178531.1	3.28	5.63	3.29	5.81	6.79	2.33	6.32	5.68	8.93	7.89	5.31	16.83
NM_001178532.3	1.62	3.35	1.53	1.36	1.83	0.46	1.57	1.24	2.07	1.58	1.08	2.02
NM_001178533.3	18.38	25.85	13.25	21.46	22.09	8.5	12.96	9.78	18.8	22.09	17.09	49.35
NM_001178534.1	0.16	0.29	0.09	0.06	0.1	0.0	0.08	0.08	0.16	0.15	0.13	0.24
NM_001178535.1	93.57	147.45	85.4	115.09	114.69	48.02	79.4	67.53	114.18	114.95	91.45	242.38
NM_001178536.3	20.38	29.74	14.1	20.33	19.58	8.06	12.22	11.38	19.44	20.52	12.69	32.59
NM_001178537.3	3464.4	5349.53	2730.28	3660.74	3736.96	1236.11	2341.63	2010.96	3617.14	2912.81	2106.39	5609.8
NM_001178539.1	3849.72	5642.44	2976.83	3550.71	3737.68	1301.89	2395.96	2081.88	3921.88	3136.74	2259.53	6105.87
NM_001178540.1	13.99	24.92	13.88	16.45	16.03	6.35	9.41	9.34	13.67	13.05	9.74	24.38
NM_001178541.3	15.83	24.9	16.75	16.25	16.22	6.98	12.63	11.98	18.93	20.56	11.82	37.69
NM_001178542.3	6.77	17.72	8.93	14.96	15.64	5.73	11.11	10.55	18.36	23.43	15.34	43.88
NM_001178543.1	9.44	14.27	9.79	12.44	11.6	4.67	10.01	9.1	15.91	14.99	9.8	29.87
NM_001178544.1	1346.64	2001.02	1190.73	1436.41	1409.54	583.61	1012.09	860.53	1593.49	1340.34	961.82	2765.48
NM_001178545.1	14.65	23.8	10.6	15.48	15.92	7.05	10.61	9.3	16.6	16.58	12.82	33.07
NM_001178546.1	25.57	40.48	19.25	39.57	34.89	14.61	22.6	20.59	35.51	44.25	30.73	88.67
NM_001178547.3	36.92	61.09	36.72	45.72	41.78	15.48	32.93	30.13	52.69	46.27	33.8	96.97
NM_001178548.3	17.18	30.0	18.83	20.82	20.99	7.7	13.7	11.78	24.28	20.76	14.16	42.17
NM_001178549.1	8.89	13.51	9.03	10.99	10.68	3.39	8.48	8.04	11.26	13.01	10.04	22.5
NM_001178550.4	21.65	34.83	20.3	25.62	25.5	10.46	20.77	17.58	31.23	32.88	22.42	61.57
NM_001178551.2	0.58	1.08	0.77	0.42	0.6	0.21	0.53	0.44	0.45	0.89	0.64	1.31
NM_001178552.2	10.56	17.8	10.45	11.92	12.18	5.1	8.86	8.13	11.59	14.02	9.75	25.01
NM_001178553.3	74.39	113.98	74.85	73.58	74.7	32.34	58.82	50.32	89.45	63.85	49.99	138.0
NM_001178555.4	27.32	42.46	22.22	32.56	30.88	11.73	20.33	18.96	31.39	29.24	23.62	60.2
NM_001178556.1	3.97	5.79	4.12	6.58	5.22	2.63	5.4	4.05	7.53	5.8	4.36	10.32
NM_001178558.1	27.61	34.0	22.6	25.73	27.28	12.06	26.48	19.96	27.78	32.09	22.21	59.88
NM_001178559.3	10.65	17.61	9.58	12.25	13.38	4.56	9.23	9.0	14.18	14.7	9.97	25.92
NM_001178560.3	29.3	46.33	23.33	36.89	38.45	14.37	23.9	22.52	37.71	49.47	32.67	95.42
NM_001178561.1	8.26	13.43	9.66	8.03	9.16	4.13	6.07	5.6	10.09	9.99	6.57	17.02
NM_001178562.1	15.26	21.11	10.63	20.53	17.84	7.39	11.17	9.97	16.19	21.73	14.89	42.47
NM_001178563.3	12.98	24.12	9.96	16.6	14.64	5.94	9.7	9.64	15.19	17.77	13.35	35.29
NM_001178564.3	11.49	16.79	9.84	12.54	11.85	4.49	9.65	8.08	13.07	11.59	8.95	26.02
NM_001178565.1	5.62	7.05	4.14	6.12	3.63	1.52	4.33	4.47	6.61	5.35	4.72	9.27
NM_001178566.1	57.68	86.46	52.68	65.6	68.24	26.72	62.88	56.07	97.62	80.9	60.66	165.65
NM_001178567.3	6.34	15.11	6.14	7.0	5.83	2.39	6.25	3.46	11.29	7.24	5.18	14.68
NM_001178568.3	14.39	24.89	13.85	14.84	13.92	6.25	11.09	9.95	18.41	15.83	11.59	30.25
NM_001178569.1	276.82	429.15	249.67	263.57	270.04	114.08	192.13	168.41	323.2	257.57	191.56	507.52
NM_001178570.3	47.44	76.37	43.03	49.38	52.1	21.24	34.7	32.03	55.23	39.82	27.71	70.08
NM_001178571.3	1.99	3.79	2.19	3.17	3.32	1.02	1.84	1.75	1.94	3.32	2.07	5.39
NM_001178573.1	4.64	7.49	3.64	5.45	5.07	1.72	4.49	2.99	5.21	6.47	3.62	12.53
NM_001178575.1	14.94	22.1	13.34	15.6	15.12	5.72	11.29	9.07	15.11	16.24	11.19	31.71
NM_001178576.3	5.37	7.7	4.89	7.59	7.27	2.38	4.25	4.12	6.55	7.36	5.55	12.5
NM_001178577.3	25.73	42.15	23.29	31.18	31.77	12.39	22.63	19.15	33.79	29.61	24.1	63.28
NM_001178578.1	67.75	105.85	60.87	83.41	91.27	36.69	72.45	65.94	112.53	130.62	101.2	254.27
NM_001178579.3	11.34	17.7	8.95	19.29	17.08	6.67	10.83	9.07	13.69	23.14	17.67	44.23
NM_001178581.3	14.39	24.08	13.19	13.8	12.58	5.22	8.69	8.56	16.03	12.88	9.14	24.05
NM_001178582.1	97.28	152.2	87.14	112.99	111.83	43.0	71.7	66.25	108.35	106.99	74.34	215.31
NM_001178583.3	7.31	10.59	6.43	7.94	7.3	2.6	5.17	5.51	7.62	6.49	4.73	12.66
NM_001178584.3	22.65	36.59	18.66	28.54	28.08	9.32	19.6	15.28	27.4	27.46	19.99	57.04
NM_001178585.1	3.71	6.9	3.83	5.33	5.0	1.81	2.95	2.66	4.99	4.21	3.78	10.54
NM_001178586.1	15.09	22.14	12.95	14.24	14.92	5.61	10.78	10.87	19.11	18.9	12.35	34.48
NM_001178587.3	4.64	5.39	3.99	3.92	4.03	1.48	2.62	2.22	3.26	3.83	2.92	6.77
NM_001178588.3	0.68	1.03	1.02	0.63	0.68	0.14	0.69	0.95	0.9	1.29	0.64	2.04
NM_001178589.1	5.67	10.03	6.2	8.24	8.66	3.96	8.51	6.16	10.15	12.28	9.68	27.88
NM_001178590.1	29.47	48.8	24.64	32.01	35.79	11.23	20.86	18.62	30.51	28.12	20.54	54.24
NM_001178591.3	25.43	40.73	23.02	30.34	27.64	11.46	21.63	20.88	28.64	30.72	24.51	64.48
NM_001178592.3	124.7	210.12	100.08	137.88	137.9	42.61	85.43	69.48	119.06	110.83	80.21	213.05
NM_001178593.1	38.22	63.81	32.64	50.08	48.26	18.85	28.68	25.13	40.3	44.67	33.76	86.57
NM_001178594.1	17.05	26.33	17.93	23.99	23.73	10.02	16.77	14.81	25.99	27.87	21.43	51.93
NM_001178595.3	54.17	84.3	48.45	59.92	63.99	25.92	47.22	39.32	71.63	64.76	47.16	129.42
NM_001178596.3	51.97	77.97	44.6	61.23	60.25	22.05	48.01	39.57	72.87	73.38	56.95	143.96
NM_001178597.1	356.43	488.91	264.47	322.04	320.5	122.63	273.33	246.17	476.96	359.36	253.65	705.44
NM_001178598.1	0.28	0.67	0.32	0.36	0.24	0.17	0.24	0.15	0.61	0.56	0.33	0.93
NM_001178599.3	23.84	32.9	21.61	25.68	28.32	10.63	16.6	16.92	24.27	31.57	20.66	59.61
NM_001178600.3	125.79	191.84	103.91	117.88	110.34	46.18	86.6	72.83	134.76	115.09	83.44	236.61
NM_001178601.1	17.17	24.31	18.12	19.81	19.03	6.64	12.2	10.47	19.05	15.21	13.76	30.0
NM_001178602.1	23.06	42.66	21.75	40.03	42.22	16.11	28.69	24.1	41.24	47.19	38.48	82.04
NM_001178603.3	3.33	5.44	3.7	5.8	4.88	2.25	2.69	2.73	4.63	5.99	3.89	11.88
NM_001178604.1	37.79	64.57	36.04	65.73	69.47	23.83	64.22	48.71	83.54	90.51	70.08	162.84
NM_001178605.1	11.81	20.58	10.34	15.74	13.01	4.72	7.78	7.32	13.07	12.5	7.91	21.82
NM_001178606.3	9.78	14.91	8.98	13.12	14.5	4.74	8.65	6.48	13.05	12.71	8.11	29.6
NM_001178607.3	2.09	2.64	1.64	2.18	2.25	0.96	1.62	1.3	2.87	2.27	1.65	4.93
NM_001178608.1	11.16	17.97	9.18	14.84	12.97	6.31	10.81	9.04	17.03	15.51	12.25	35.93
NM_001178609.1	58.11	91.94	53.84	50.97	55.84	22.69	34.12	31.13	58.49	46.43	33.55	89.43
NM_001178610.3	22.74	31.0	20.86	22.28	27.33	11.97	23.35	20.15	36.37	36.41	34.07	74.19
NM_001178611.3	180.44	268.41	148.45	179.17	185.2	77.29	126.89	115.85	205.22	179.87	127.4	350.52
NM_001178612.1	15.77	33.37	17.66	25.42	25.76	9.77	12.61	9.01	18.51	19.31	13.93	40.27
NM_001178613.2	29.37	49.97	29.15	39.99	43.08	14.99	28.24	24.55	45.63	45.5	32.61	89.6
NM_001178615.4	44.07	68.04	39.24	53.68	54.84	20.38	30.11	27.12	46.83	40.58	32.19	80.41
NM_001178616.3	49.11	76.78	36.64	65.27	61.5	29.12	44.04	37.09	60.05	68.3	57.36	127.4
NM_001178617.1	45.76	74.9	34.75	55.66	57.0	23.16	35.08	31.05	55.62	76.24	50.46	127.22
NM_001178618.2	0.66	1.16	0.49	0.61	0.99	0.44	0.57	0.61	0.86	0.69	0.69	1.99
NM_001178619.3	17.6	22.32	13.24	20.67	20.6	7.06	15.01	11.37	21.41	23.45	17.79	44.82
NM_001178620.3	13.14	23.0	12.44	16.68	16.85	5.57	9.35	7.45	12.56	12.86	9.12	22.13
NM_001178621.1	30.41	44.3	23.3	29.73	30.3	11.5	18.76	15.1	28.06	24.34	19.17	49.14
NM_001178622.1	7.6	11.67	5.71	9.06	8.7	3.73	7.55	5.97	9.04	8.6	7.24	18.84
NM_001178623.4	4.86	9.36	4.82	5.83	5.78	2.06	3.8	3.35	5.27	5.69	3.76	11.17
NM_001178624.3	3.49	5.81	3.5	4.23	4.17	1.6	2.87	2.69	3.89	4.12	2.79	6.34
NM_001178626.1	9.88	20.47	9.89	19.56	18.76	6.08	13.95	10.34	17.66	19.14	14.28	36.22
NM_001178627.1	31.59	53.31	27.07	42.78	39.74	16.03	25.08	23.74	37.1	43.6	31.86	84.51
NM_001178628.3	3.65	6.65	4.29	6.27	5.42	2.49	4.64	5.02	7.25	8.74	6.23	18.78
NM_001178629.3	16.21	27.23	15.71	19.38	18.47	6.79	13.7	11.15	19.77	19.01	13.89	36.97
NM_001178630.1	36.72	54.14	29.91	48.66	40.56	17.26	23.21	20.17	36.21	42.23	30.77	74.16
NM_001178631.1	176.73	288.67	161.68	228.84	230.0	85.32	168.26	144.06	231.8	224.55	174.33	492.02
NM_001178632.3	0.62	0.74	0.28	1.11	0.6	0.4	0.61	0.61	0.59	0.85	0.62	1.79
NM_001178633.4	1.36	1.18	1.07	1.3	0.68	0.48	0.62	0.7	0.55	1.19	1.82	3.25
NM_001178634.1	369.09	597.06	311.41	468.59	463.99	173.01	300.68	265.15	464.42	511.07	370.37	1050.96
NM_001178635.1	27.96	45.63	23.14	26.99	27.1	9.45	19.66	18.17	26.11	25.27	19.62	53.97
NM_001178636.4	23.25	36.36	22.62	32.87	33.39	12.4	27.15	20.41	35.33	38.08	29.3	77.25
NM_001178637.4	10.69	18.22	9.92	13.22	11.89	4.95	7.26	7.04	11.55	12.4	8.91	26.38
NM_001178638.1	21.93	38.45	21.39	32.71	31.65	11.38	18.24	17.62	29.14	36.96	26.23	71.44
NM_001178639.1	13.6	17.55	10.09	18.3	16.59	6.22	19.27	17.08	26.3	28.62	18.59	52.46
NM_001178641.3	2.69	3.98	2.4	4.05	4.13	1.43	3.59	2.24	3.81	4.58	4.01	9.52
NM_001178642.3	0.02	0.11	0.06	0.13	0.17	0.01	0.08	0.02	0.17	0.2	0.07	0.26
NM_001178643.2	1.68	1.96	1.57	2.78	2.08	0.91	1.39	1.2	2.14	2.6	1.94	4.49
NM_001178644.1	5.99	9.11	4.03	2.71	2.49	0.4	2.27	1.97	2.5	0.9	0.53	1.14
NM_001178645.3	2.15	5.82	2.84	3.46	3.41	1.58	3.0	2.74	4.04	7.3	4.42	11.08
NM_001178646.1	0.03	0.0	0.04	0.0	0.0	0.0	0.02	0.0	0.05	0.08	0.02	0.09
NM_001178647.3	0.59	1.57	0.63	0.52	0.59	0.15	0.41	0.38	1.16	0.97	0.62	1.87
NM_001178649.3	0.13	0.69	0.54	0.12	0.4	0.28	0.31	0.47	0.22	0.89	0.53	1.0
NM_001178650.1	14.16	20.36	11.35	16.9	15.1	6.22	11.12	11.97	15.5	18.88	16.6	42.88
NM_001178651.1	82.81	139.21	81.84	117.27	103.6	41.13	78.53	72.77	116.61	118.4	89.57	242.16
NM_001178652.2	7.86	14.81	8.62	7.47	7.99	3.09	6.87	5.47	8.88	6.41	5.45	14.4
NM_001178653.1	1.94	2.38	2.23	3.0	3.25	1.52	2.71	2.04	3.36	4.12	2.86	7.29
NM_001178654.1	8.53	13.69	8.11	9.38	10.7	4.73	8.85	6.38	11.85	11.8	9.55	30.15
NM_001178657.1	12.61	20.71	12.24	15.88	15.25	6.75	10.81	10.21	20.43	19.74	11.88	33.98
NM_001178658.1	229.91	351.92	203.27	277.74	299.97	126.24	250.5	223.37	422.39	388.83	269.26	736.07
NM_001178659.1	18.89	27.78	17.39	20.56	20.71	9.41	13.58	13.8	24.85	22.57	15.67	36.78
NM_001178660.1	74.59	114.64	73.99	105.89	110.15	40.34	67.83	59.16	103.03	112.14	83.98	218.58
NM_001178662.1	10.21	18.41	8.36	13.35	12.09	5.05	9.87	8.52	13.66	14.05	10.4	31.09
NM_001178663.1	8.93	11.27	7.05	8.78	10.01	3.89	7.69	5.81	11.52	13.05	10.0	25.89
NM_001178664.1	77.65	121.58	65.11	97.26	103.59	37.52	66.83	60.28	109.0	112.19	80.66	205.49
NM_001178665.1	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NM_001178666.2	0.99	1.41	0.82	0.48	0.41	0.18	0.33	0.24	0.49	0.22	0.11	0.36
NM_001178667.1	3.23	4.82	2.42	1.51	1.31	0.63	0.86	0.72	1.13	0.58	0.33	0.98
NM_001178670.1	5.19	9.17	4.75	5.89	5.16	2.24	3.57	2.9	5.74	5.4	3.71	12.05
NM_001178671.1	14.28	21.59	11.96	16.93	15.66	6.17	15.94	14.27	24.12	19.57	15.3	37.92
NM_001178672.1	4.82	9.03	4.83	8.43	8.41	3.32	2.67	3.31	7.18	4.29	3.27	9.47
NM_001178673.1	138.39	212.7	113.35	149.35	146.8	54.45	71.78	67.45	118.27	131.18	84.93	251.72
NM_001178674.1	14.16	24.2	12.7	12.52	13.92	5.32	8.31	7.24	14.77	12.43	8.77	26.01
NM_001178675.1	128.91	183.15	80.51	145.59	136.53	41.34	106.52	91.38	144.31	107.97	73.75	212.69
NM_001178676.1	52.3	77.96	42.68	60.57	60.59	23.74	42.93	35.41	61.83	64.12	46.07	115.77
NM_001178677.1	8.33	14.77	7.49	7.8	8.38	2.93	5.88	5.53	10.76	10.75	6.18	15.6
NM_001178678.1	35.82	65.46	39.38	55.18	56.09	26.28	35.5	30.14	54.99	64.05	47.46	120.76
NM_001178679.1	34.65	58.66	32.76	55.44	53.24	22.12	28.03	24.84	44.81	55.23	40.11	106.98
NM_001178680.1	151.02	237.86	140.77	213.84	213.55	72.52	131.34	110.67	182.56	204.3	143.37	342.85
